Date,Close,High,Low,Open,Volume
2014-01-02,17.156705856323242,17.277674364936335,17.12227689289906,17.23580103268862,234684800
2014-01-03,16.77983856201172,17.17438003779138,16.762778141738245,17.14832641219072,392467600
2014-01-06,16.871339797973633,16.960359115419386,16.55092889570628,16.67034687137878,412610800
2014-01-07,16.75069236755371,16.93431521101097,16.68493541535857,16.88344700041019,317209200
2014-01-08,16.85676383972168,16.921899567251256,16.708810770368622,16.71253129741604,258529600
2014-01-09,16.641494750976562,16.96221531285452,16.60520389054631,16.960353393595636,279148800
2014-01-10,16.530460357666016,16.774257602474176,16.47369829623849,16.744170363762095,304976000
2014-01-13,16.617000579833984,16.826988410791607,16.435547836448453,16.43647879657939,378492800
2014-01-14,16.947641372680664,16.95818672886797,16.676857961666794,16.694228147808815,332561600
2014-01-15,17.28791046142578,17.376000505223537,17.111110838000034,17.168803869806197,391638800
2014-01-16,17.191438674926758,17.27208431182792,17.111722341334723,17.21160008415205,229278000
2014-01-17,16.770217895507812,17.123816915795533,16.746334307601373,17.105517429347866,426739600
2014-01-21,17.030771255493164,17.061787793604,16.76246925566749,16.780149212474637,328526800
2014-01-22,17.106449127197266,17.28572844332246,16.991684324509677,17.087838215717998,379985200
2014-01-23,17.251300811767578,17.26122663197824,16.898632709095804,17.057752287195843,403239200
2014-01-24,16.93771743774414,17.23393331239048,16.896773422993842,17.18368466799854,429354800
2014-01-27,17.075130462646484,17.208506262309815,16.927798541067467,17.06179387658794,554878800
2014-01-28,15.71035385131836,15.974000999447494,15.5729445185518,15.78045247260903,1065523200
2014-01-29,15.532008171081543,15.73734451719981,15.465941474628458,15.631264756212358,502810000
2014-01-30,15.50191593170166,15.710354858910902,15.40638321795228,15.58752448099971,678501600
2014-01-31,15.527355194091797,15.55620170675192,15.308682261782305,15.359240686779412,464797200
2014-02-03,15.556196212768555,15.748505677080512,15.487028548203545,15.589695857852933,401464000
2014-02-04,15.781386375427246,15.802168981921895,15.594351199538163,15.690195359363921,376681200
2014-02-05,15.899249076843262,15.98268593249231,15.702597904862062,15.712213957335662,328344800
2014-02-06,15.991923332214355,16.022815568755334,15.84526769681543,15.915475961876814,257765200
2014-02-07,16.215652465820312,16.31706294100885,16.14388607810411,16.26869820152324,370280400
2014-02-10,16.50615882873535,16.59976878081417,16.163236181805534,16.183829904662907,345559200
2014-02-11,16.72364044189453,16.77949243921473,16.522065990890653,16.55670269468288,282256800
2014-02-12,16.722393035888672,16.835973444740933,16.63877000562641,16.754533435336036,308100800
2014-02-13,16.987934112548828,17.00103890398612,16.668724789788442,16.683077735954438,307398000
2014-02-14,16.97419548034668,17.036291568134036,16.887452929891932,16.926767287380038,272924400
2014-02-18,17.036596298217773,17.19885127859359,17.024738004952557,17.03690792003348,260251600
2014-02-19,16.76763153076172,17.064685558705257,16.67339839018934,16.997910143555725,313768000
2014-02-20,16.57355308532715,16.756091943025368,16.506466026533342,16.630966529527633,305858000
2014-02-21,16.38945198059082,16.680265287922897,16.369169888348186,16.624723250748712,278784800
2014-02-24,16.461223602294922,16.53517635689785,16.301153166580406,16.3239315748608,288909600
2014-02-25,16.289915084838867,16.524249829798904,16.256839825681507,16.51832234608152,231952000
2014-02-26,16.1429443359375,16.3816484031383,16.088338841260374,16.3382762959007,276217200
2014-02-27,16.464969635009766,16.49960468035907,16.10238817007993,16.136399971252914,301882000
2014-02-28,16.420345306396484,16.623477864273323,16.291787062059324,16.508960941155475,371968800
2014-03-03,16.467769622802734,16.557946679188472,16.31331345942127,16.332347394041477,238781200
2014-03-04,16.576366424560547,16.62005184907372,16.468091895767145,16.568879161072555,259140000
2014-03-05,16.611305236816406,16.685879538213534,16.51051802931714,16.566373349516216,200062800
2014-03-06,16.561073303222656,16.67621349235129,16.47838513660091,16.624727527096447,185488800
2014-03-07,16.5513973236084,16.59945043509736,16.41441529359369,16.571679416129278,220729600
2014-03-10,16.566375732421875,16.641574954984556,16.485870603626875,16.486495514065666,178584000
